text,bio,pola
整 体 操 作 非 常 方 便,B-ASP I-ASP I-ASP I-ASP O O O O,1 1 1 1 0 0 0 0
外 观 来 看 很 大 气,B-ASP I-ASP O O O O O,1 1 0 0 0 0 0
开 机 慢 大 概 秒 以 上,B-ASP I-ASP O O O O O O,-1 -1 0 0 0 0 0 0
自 动 对 焦 较 慢,B-ASP I-ASP I-ASP I-ASP O O,-1 -1 -1 -1 0 0
手 动 对 焦 更 慢 一 些,B-ASP I-ASP I-ASP I-ASP O O O O,-1 -1 -1 -1 0 0 0 0
存 取 慢,B-ASP I-ASP O,-1 -1 0
微 距 自 动 对 焦 较 慢,B-ASP I-ASP I-ASP I-ASP I-ASP I-ASP O O,-1 -1 -1 -1 -1 -1 0 0
价 钱 不 算 低,B-ASP I-ASP O O O,-1 -1 0 0 0
系 统 运 行 流 畅,B-ASP I-ASP O O O O,1 1 0 0 0 0
软 件 应 用 比 较 丰 富,B-ASP I-ASP O O O O O O,1 1 0 0 0 0 0 0
手 机 外 观 一 般,O O B-ASP I-ASP O O,0 0 -1 -1 0 0
做 工 还 将 就,B-ASP I-ASP O O O,1 1 0 0 0
屏 幕 显 示 效 果 不 错,B-ASP I-ASP I-ASP I-ASP I-ASP I-ASP O O,1 1 1 1 1 1 0 0
总 体 说 显 示 效 果 满 意,O O O B-ASP I-ASP I-ASP I-ASP O O,0 0 0 1 1 1 1 0 0
闪 光 灯 亮 度 不 够,B-ASP I-ASP I-ASP I-ASP I-ASP O O,-1 -1 -1 -1 -1 0 0
电 源 一 般,B-ASP I-ASP O O,-1 -1 0 0
充 电 确 实 很 慢,B-ASP I-ASP O O O O,-1 -1 0 0 0 0
散 热 不 好,B-ASP I-ASP O O,-1 -1 0 0
性 价 比 还 可 以,B-ASP I-ASP I-ASP O O O,1 1 1 0 0 0
居 然 带 简 单 的 手 动 模 式,O O O O O O B-ASP I-ASP I-ASP I-ASP,0 0 0 0 0 0 1 1 1 1
而 且 的 噪 点 控 制 居 然 比 强 大 的 多,O O O B-ASP I-ASP I-ASP I-ASP O O O O O O O,0 0 0 1 1 1 1 0 0 0 0 0 0 0
我 的 就 是 最 小 的 暗 部 噪 点 也 清 晰 可 见,O O O O O O O O O B-ASP I-ASP O O O O O,0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0
带 的 高 清 摄 像,O O O O B-ASP I-ASP,0 0 0 0 1 1
噪 点 也 低,B-ASP I-ASP O O,1 1 0 0
导 致 传 声 音 质 很 差,O O O O B-ASP I-ASP O O,0 0 0 0 -1 -1 0 0
拍 照 功 能 比 较 复 杂,B-ASP I-ASP I-ASP I-ASP O O O O,-1 -1 -1 -1 0 0 0 0
上 网 很 慢,B-ASP I-ASP I-ASP I-ASP,-1 -1 -1 -1
开 机 速 度 快,B-ASP I-ASP I-ASP I-ASP O,1 1 1 1 0
广 角 端 变 形 控 制 好,B-ASP I-ASP I-ASP I-ASP I-ASP I-ASP I-ASP O,1 1 1 1 1 1 1 0
做 工 很 好,B-ASP I-ASP O O,1 1 0 0
快 门 延 时 稍 长,B-ASP I-ASP I-ASP I-ASP O O,-1 -1 -1 -1 0 0
速 度 快,B-ASP I-ASP O,1 1 0
通 话 质 量 也 不 错,B-ASP I-ASP I-ASP I-ASP O O O,1 1 1 1 0 0 0
镜 头 确 实 比 较 强,B-ASP I-ASP O O O O O,1 1 0 0 0 0 0
大 光 圈 的 虚 化 效 果 非 常 好,B-ASP I-ASP I-ASP I-ASP I-ASP I-ASP I-ASP I-ASP O O O,1 1 1 1 1 1 1 1 0 0 0
机 内 直 接 出 片 画 质 不 错,O O O O O O B-ASP I-ASP O O,0 0 0 0 0 0 1 1 0 0
对 焦 速 度 很 快,B-ASP I-ASP I-ASP I-ASP O O,1 1 1 1 0 0
夜 景 画 质 很 一 般,B-ASP I-ASP I-ASP I-ASP O O O,1 1 1 1 0 0 0
个 对 焦 框 太 大 了,O B-ASP I-ASP I-ASP O O O,0 -1 -1 -1 0 0 0
电 池 续 航 能 力 一 般,B-ASP I-ASP I-ASP I-ASP I-ASP I-ASP O O,-1 -1 -1 -1 -1 -1 0 0
风 景 摄 影 表 现 一 般,B-ASP I-ASP I-ASP I-ASP O O O O,-1 -1 -1 -1 0 0 0 0
镜 头 素 质 比 较 高,B-ASP I-ASP I-ASP I-ASP O O O,1 1 1 1 0 0 0
觉 得 电 池 续 航 能 力 很 一 般,O O B-ASP I-ASP I-ASP I-ASP I-ASP I-ASP O O O,0 0 -1 -1 -1 -1 -1 -1 0 0 0
艺 术 效 果 拍 摄 时 拖 尾 严 重,O O O O O O O B-ASP I-ASP O O,0 0 0 0 0 0 0 -1 -1 0 0
此 机 配 置 更 高,O O B-ASP I-ASP O O,0 0 1 1 0 0
的 做 工 较 为 出 色,O B-ASP I-ASP O O O O,0 1 1 0 0 0 0
机 身 接 缝 紧 密,B-ASP I-ASP I-ASP I-ASP O O,1 1 1 1 0 0
前 部 哑 光 磨 砂 喷 漆,O O O O O O B-ASP I-ASP,0 0 0 0 0 0 1 1
的 体 型 很 小,O B-ASP I-ASP O O,0 1 1 0 0
机 身 按 键 基 本 合 理,B-ASP I-ASP I-ASP I-ASP O O O O,1 1 1 1 0 0 0 0
使 用 一 块 万 像 素 英 寸 的 液 晶 屏 显 示 效 果 不 错,O O O O O O O O O O B-ASP I-ASP I-ASP I-ASP I-ASP I-ASP I-ASP O O,0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 0 0
亮 度 还 是 偏 低,B-ASP I-ASP O O O O,-1 -1 0 0 0 0
外 观 还 可 以,B-ASP I-ASP O O O,1 1 0 0 0
信 号 差,B-ASP I-ASP O,-1 -1 0
做 工 一 般,B-ASP I-ASP O O,-1 -1 0 0
机 身 缝 隙 稍 大,B-ASP I-ASP I-ASP I-ASP O O,-1 -1 -1 -1 0 0
还 是 的 操 控 好,O O O B-ASP I-ASP O,0 0 0 1 1 0
对 焦 速 度 一 般,B-ASP I-ASP I-ASP I-ASP O O,-1 -1 -1 -1 0 0
成 像 效 果 还 成,B-ASP I-ASP I-ASP I-ASP O O,-1 -1 -1 -1 0 0
对 强 光 源 的 处 理 不 好,O B-ASP I-ASP I-ASP I-ASP I-ASP I-ASP O O,0 -1 -1 -1 -1 -1 -1 0 0
总 体 来 说 三 星 的 产 品 还 是 不 错 的,B-ASP I-ASP I-ASP I-ASP I-ASP I-ASP I-ASP I-ASP I-ASP I-ASP I-ASP I-ASP I-ASP I-ASP,1 1 1 1 1 1 1 1 1 1 1 1 1 1
略 显 方 正 长 方 形 做 工 紧 密 手 感 舒 服,O O O O O O O B-ASP I-ASP O O O O O O,0 0 0 0 0 0 0 1 1 0 0 0 0 0 0
屏 幕 表 面 相 对 光 亮 一 点,B-ASP I-ASP O O O O O O O O,1 1 0 0 0 0 0 0 0 0
但 本 人 觉 得 手 感 不 错,O O O O O B-ASP I-ASP O O,0 0 0 0 0 1 1 0 0
显 示 效 果 当 然 是 胜 出,B-ASP I-ASP I-ASP I-ASP O O O O O,1 1 1 1 0 0 0 0 0
而 是 系 统 自 带 操 作 按 键 屏 幕 显 示 空 间 相 对 就 小 了,O O O O O O O O O O B-ASP I-ASP I-ASP I-ASP I-ASP I-ASP O O O O O,0 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 0 0 0 0 0
虽 显 示 不 错,O B-ASP I-ASP O O,0 1 1 0 0
但 反 应 度 感 观 觉 得 不 如 的 好,O B-ASP I-ASP I-ASP I-ASP I-ASP O O O O O O,0 -1 -1 -1 -1 -1 0 0 0 0 0 0
声 音 的 也 比 大,B-ASP I-ASP O O O O,1 1 0 0 0 0
效 果 比 较 厚 一 点,B-ASP I-ASP O O O O O,1 1 0 0 0 0 0
的 稍 微 好 一 点,B-ASP I-ASP I-ASP I-ASP I-ASP I-ASP,1 1 1 1 1 1
很 多 人 说 价 格 偏 高,O O O O B-ASP I-ASP O O,0 0 0 0 -1 -1 0 0
尼 康 工 业 设 计 还 行,O O B-ASP I-ASP I-ASP I-ASP O O,0 0 1 1 1 1 0 0
东 西 至 少 耐 看,B-ASP I-ASP I-ASP I-ASP I-ASP I-ASP,1 1 1 1 1 1
东 西 至 少 耐 看,B-ASP I-ASP I-ASP I-ASP I-ASP I-ASP,-1 -1 -1 -1 -1 -1
东 西 至 少 耐 看,B-ASP I-ASP I-ASP I-ASP I-ASP I-ASP,-1 -1 -1 -1 -1 -1
勿 扰 模 式 很 不 错,B-ASP I-ASP I-ASP I-ASP O O O,1 1 1 1 0 0 0
屏 幕 的 色 彩 显 示 要 比 好 上 很 多,B-ASP I-ASP I-ASP I-ASP I-ASP I-ASP I-ASP O O O O O O,1 1 1 1 1 1 1 0 0 0 0 0 0
但 是 对 焦 速 度 够 快 够 准,O O B-ASP I-ASP I-ASP I-ASP O O O O,0 0 1 1 1 1 0 0 0 0
色 彩 还 行,B-ASP I-ASP O O,1 1 0 0
像 质 锐 利,B-ASP I-ASP O O,1 1 0 0
和 像 质 好 是 好,O B-ASP I-ASP O O O,0 1 1 0 0 0
对 焦 慢,B-ASP I-ASP O,-1 -1 0
手 感 极 好 可 惜 真 是 太 小 了 是 个 袖 珍 的 杀 器,B-ASP I-ASP O O O O O O O O O O O O O O O O,1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
优 点 屏 幕 够 大,O O B-ASP I-ASP O O,0 0 1 1 0 0
分 辨 率 不 错,B-ASP I-ASP I-ASP O O,1 1 1 0 0
他 也 对 荣 耀 的 屏 幕 细 腻 度 很 惊 艳,O O O O O O B-ASP I-ASP I-ASP I-ASP I-ASP O O O,0 0 0 0 0 0 1 1 1 1 1 0 0 0
播 放 高 清 视 频 很 给 力,B-ASP I-ASP I-ASP I-ASP I-ASP I-ASP O O O,1 1 1 1 1 1 0 0 0
系 统 自 带 的 播 放 器 还 挺 好,O O O O O B-ASP I-ASP I-ASP O O O,0 0 0 0 0 1 1 1 0 0 0
流 畅 度 不 错,B-ASP I-ASP I-ASP O O,1 1 1 0 0
机 器 很 漂 亮,B-ASP I-ASP I-ASP I-ASP I-ASP,1 1 1 1 1
做 工 非 常 精 细,B-ASP I-ASP O O O O,1 1 0 0 0 0
优 点 自 动 对 焦 比 快 了 太 多 太 多 了,O O B-ASP I-ASP I-ASP I-ASP O O O O O O O O,0 0 1 1 1 1 0 0 0 0 0 0 0 0
取 景 偷 拍 成 功 率 大 大 提 升,B-ASP I-ASP O O O O O O O O O,1 1 0 0 0 0 0 0 0 0 0
相 对 自 带 的 显 示 屏 好 太 多 了,O O O O O B-ASP I-ASP I-ASP O O O O,0 0 0 0 0 1 1 1 0 0 0 0
镜 头 素 质 确 实 无 可 挑 剔,B-ASP I-ASP I-ASP I-ASP O O O O O O,1 1 1 1 0 0 0 0 0 0
且 色 彩 十 分 讨 喜,O B-ASP I-ASP O O O O,0 1 1 0 0 0 0
白 平 衡 准 确,B-ASP I-ASP I-ASP O O,1 1 1 0 0
高 感 给 人 的 感 觉 很 精 细,B-ASP I-ASP O O O O O O O O,1 1 0 0 0 0 0 0 0 0
从 没 想 过 徕 卡 的 高 感 会 做 的 如 此 优 秀 跟 佳 能 尼 康 还 是 比 不 了 了,O O O O O O O B-ASP I-ASP O O O O O O O O O O O O O O O O O O,0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
电 池 续 航 能 力 很 强,B-ASP I-ASP I-ASP I-ASP I-ASP I-ASP O O,1 1 1 1 1 1 0 0
系 列 年 不 变 的 低 调 外 形,O O O O O O O O B-ASP I-ASP,0 0 0 0 0 0 0 0 1 1
屏 幕 太 破 了,B-ASP I-ASP O O O,-1 -1 0 0 0
价 格 相 对 昂 贵,B-ASP I-ASP O O O O,-1 -1 0 0 0 0
你 会 发 现 真 心 不 错,B-ASP I-ASP I-ASP I-ASP I-ASP I-ASP I-ASP I-ASP,1 1 1 1 1 1 1 1
字 迹 模 糊,B-ASP I-ASP O O,-1 -1 0 0
服 务 也 不 满 意,B-ASP I-ASP O O O O,-1 -1 0 0 0 0
表 面 喷 漆 和 尼 康 的 的 那 种 梨 皮 漆 相 比 还 有 点 过 于 细 腻,B-ASP I-ASP I-ASP I-ASP O O O O O O O O O O O O O O O O O O O,-1 -1 -1 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
持 握 手 感 不 错,B-ASP I-ASP I-ASP I-ASP O O,1 1 1 1 0 0
菜 单 详 细,B-ASP I-ASP O O,1 1 0 0
初 步 感 受 机 器 很 沉,B-ASP I-ASP I-ASP I-ASP I-ASP I-ASP I-ASP I-ASP,-1 -1 -1 -1 -1 -1 -1 -1
液 晶 屏 回 放 效 果 有 点 艳 丽,B-ASP I-ASP I-ASP I-ASP I-ASP I-ASP I-ASP O O O O,-1 -1 -1 -1 -1 -1 -1 0 0 0 0
刚 开 始 电 池 盖 装 卸 很 费 劲,O O O B-ASP I-ASP I-ASP I-ASP I-ASP O O O,0 0 0 -1 -1 -1 -1 -1 0 0 0
显 示 效 果 和 流 畅 度 非 常 满 意,B-ASP I-ASP I-ASP I-ASP O O O O O O O O,1 1 1 1 0 0 0 0 0 0 0 0
这 几 天 感 觉 通 话 信 号 很 好,O O O O O B-ASP I-ASP I-ASP I-ASP O O,0 0 0 0 0 1 1 1 1 0 0
话 音 清 晰,B-ASP I-ASP O O,1 1 0 0
理 论 上 控 噪 能 力 会 提 升,O O O B-ASP I-ASP I-ASP I-ASP O O O,0 0 0 1 1 1 1 0 0 0
高 感 提 高 一 档,B-ASP I-ASP O O O O,1 1 0 0 0 0
配 合 键 使 操 控 能 力 提 升,O O O O B-ASP I-ASP I-ASP I-ASP O O,0 0 0 0 1 1 1 1 0 0
似 乎 码 率 不 够,O O B-ASP I-ASP O O,0 0 -1 -1 0 0
画 面 闪 烁 感 较 强,B-ASP I-ASP I-ASP I-ASP I-ASP O O,-1 -1 -1 -1 -1 0 0
对 焦 太 慢 了,B-ASP I-ASP O O O,-1 -1 0 0 0
机 身 塑 料 感 强 轻,O O B-ASP I-ASP I-ASP O O,0 0 -1 -1 -1 0 0
但 我 宁 可 这 样 也 不 要 糟 糕 的 做 工,O O O O O O O O O O O O B-ASP I-ASP,0 0 0 0 0 0 0 0 0 0 0 0 -1 -1
总 体 来 说 对 的 评 价 很 差,B-ASP I-ASP I-ASP I-ASP I-ASP I-ASP I-ASP I-ASP I-ASP I-ASP,-1 -1 -1 -1 -1 -1 -1 -1 -1 -1
呼 吸 灯 准 确 无 误,B-ASP I-ASP I-ASP O O O O,1 1 1 0 0 0 0
中 央 对 焦 点 很 快,B-ASP I-ASP I-ASP I-ASP I-ASP O O,1 1 1 1 1 0 0
屏 幕 很 好,B-ASP I-ASP O O,1 1 0 0
手 机 的 键 盘 也 很 爽,O O O B-ASP I-ASP O O O,0 0 0 1 1 0 0 0
成 色 比 我 的 机 好,B-ASP I-ASP O O O O O,1 1 0 0 0 0 0
的 手 感 确 实 没 有 广 告 的 图 片 那 么 好,O B-ASP I-ASP O O O O O O O O O O O O,0 -1 -1 0 0 0 0 0 0 0 0 0 0 0 0
而 且 照 相 的 效 果 很 一 般,O O B-ASP I-ASP I-ASP I-ASP I-ASP O O O,0 0 -1 -1 -1 -1 -1 0 0 0
按 键 的 手 感 也 不 好,B-ASP I-ASP I-ASP I-ASP I-ASP O O O,-1 -1 -1 -1 -1 0 0 0
另 外 感 觉 二 者 反 应 都 很 慢 哈,O O O O O O B-ASP I-ASP O O O O,0 0 0 0 0 0 -1 -1 0 0 0 0
说 下 手 感 很 给 力,O O B-ASP I-ASP O O O,0 0 1 1 0 0 0
简 单 后 期 照 片 导 出 时 还 是 很 慢,O O O O B-ASP I-ASP I-ASP I-ASP O O O O O,0 0 0 0 -1 -1 -1 -1 0 0 0 0 0
人 脸 识 别 很 好,B-ASP I-ASP I-ASP I-ASP O O,1 1 1 1 0 0
连 拍 够 用 了,B-ASP I-ASP O O O,1 1 0 0 0
还 很 山 寨 的 后 盖,O O O O O B-ASP I-ASP,0 0 0 0 0 -1 -1
优 点 外 形 总 体 来 说 很 时 尚,O O B-ASP I-ASP O O O O O O O,0 0 1 1 0 0 0 0 0 0 0
后 盖 防 滑 的 喷 漆 手 感 很 好,O O O O O O O B-ASP I-ASP O O,0 0 0 0 0 0 0 1 1 0 0
就 是 这 样 一 台 集 便 捷 的 操 控,O O O O O O O O O O B-ASP I-ASP,0 0 0 0 0 0 0 0 0 0 1 1
迅 捷 准 确 的 对 焦,O O O O O B-ASP I-ASP,0 0 0 0 0 1 1
但 它 给 了 我 近 乎 完 美 的 使 用 感 受,O O O O O O O O O O B-ASP I-ASP I-ASP I-ASP,0 0 0 0 0 0 0 0 0 0 1 1 1 1
由 于 使 用 了 全 新 的 对 焦 模 块,O O O O O O O O B-ASP I-ASP I-ASP I-ASP,0 0 0 0 0 0 0 0 1 1 1 1
不 但 拥 有 惊 人 的 对 焦 速 度,O O O O O O O B-ASP I-ASP I-ASP I-ASP,0 0 0 0 0 0 0 1 1 1 1
并 且 合 焦 精 度 非 常 高,O O B-ASP I-ASP I-ASP I-ASP O O O,0 0 1 1 1 1 0 0 0
而 它 极 轻 的 快 门 声 音 和 微 小 机 震 几 乎 是 我 所 使 用 过 的 数 码 单 反 中 控 制 的 最 好 的,O O O O O B-ASP I-ASP I-ASP I-ASP O O O O O O O O O O O O O O O O O O O O O O O O O,0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
而 这 样 一 台 在 操 控 上 近 乎 完 美 的 相 机,O O O O O O B-ASP I-ASP O O O O O O O O,0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0
屏 幕 英 寸 不 错,B-ASP I-ASP O O O O,1 1 0 0 0 0
屏 显 还 好,B-ASP I-ASP O O,1 1 0 0
低 感 光 度 拍 摄 的 图 像 犀 利 清 晰 层 次 好,O O O O O O O B-ASP I-ASP O O O O O O O,0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0
色 彩 也 鲜 艳,B-ASP I-ASP O O O,1 1 0 0 0
遗 憾 和 不 足 的 是 个 对 焦 点 的 覆 盖 范 围 太 小 了,O O O O O O O O B-ASP I-ASP I-ASP I-ASP I-ASP I-ASP I-ASP I-ASP O O O,0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 0 0 0
机 器 比 稍 重 粗 大 些,B-ASP I-ASP I-ASP I-ASP I-ASP I-ASP I-ASP I-ASP,-1 -1 -1 -1 -1 -1 -1 -1
其 实 他 的 外 表 确 实 做 的 没 有 漂 亮,O O O O B-ASP I-ASP O O O O O O O O,0 0 0 0 -1 -1 0 0 0 0 0 0 0 0
但 是 功 能 真 的 很 实 用,O O B-ASP I-ASP O O O O O,0 0 1 1 0 0 0 0 0
是 绝 的 的 性 价 比 高,O O O O B-ASP I-ASP I-ASP O,0 0 0 0 1 1 1 0
色 彩 未 必 比 差,B-ASP I-ASP O O O O,1 1 0 0 0 0
但 的 手 感 也 是 相 当 的 给 力,O O B-ASP I-ASP O O O O O O O,0 0 1 1 0 0 0 0 0 0 0
全 景 照 片 真 的 很 爽,B-ASP I-ASP I-ASP I-ASP O O O O,1 1 1 1 0 0 0 0
背 面 的 镜 头 感 觉 提 升 了 一 些,B-ASP I-ASP I-ASP I-ASP I-ASP I-ASP I-ASP I-ASP I-ASP I-ASP I-ASP I-ASP,1 1 1 1 1 1 1 1 1 1 1 1
充 电 速 度 很 满 意,B-ASP I-ASP I-ASP I-ASP O O O,1 1 1 1 0 0 0
画 面 也 惨 不 忍 睹,B-ASP I-ASP O O O O O,-1 -1 0 0 0 0 0
操 作 完 全 够 用,B-ASP I-ASP O O O O,1 1 0 0 0 0
拍 了 几 张 追 焦 挺 准 我 用 的 镜 头 是 和 痰 盂 由 于 马 达 的 原 因 追 焦 速 度 和 准 确 率 明 显 高 于 痰 盂,O O O O B-ASP I-ASP O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
下 拉 开 关 很 实 用,B-ASP I-ASP I-ASP I-ASP O O O,1 1 1 1 0 0 0
屏 幕 比 细 腻,B-ASP I-ASP O O O,1 1 0 0 0
色 彩 较 清 淡,B-ASP I-ASP O O O,-1 -1 0 0 0
亮 度 比 高,B-ASP I-ASP O O,1 1 0 0
在 阳 光 下 看 网 页 清 晰 的 很,O O O O O B-ASP I-ASP O O O O,0 0 0 0 0 1 1 0 0 0 0
显 示 全 屏 白 色 均 匀 干 净,B-ASP I-ASP I-ASP I-ASP O O O O O O,1 1 1 1 0 0 0 0 0 0
电 池 还 行 吧,B-ASP I-ASP O O O,1 1 0 0 0
色 彩 太 假,B-ASP I-ASP O O,-1 -1 0 0
锐 度 偏 低,B-ASP I-ASP O O,-1 -1 0 0
对 焦 快,B-ASP I-ASP O,1 1 0
转 换 焦 点 非 常 方 便 迅 捷,B-ASP I-ASP I-ASP I-ASP O O O O O O,1 1 1 1 0 0 0 0 0 0
复 杂 光 源 下 肤 色 表 现 非 常 好,O O O O O B-ASP I-ASP I-ASP I-ASP O O O,0 0 0 0 0 1 1 1 1 0 0 0
对 焦 准,B-ASP I-ASP O,1 1 0
成 像 锐 利 样 机 上 是 的 头,B-ASP I-ASP O O O O O O O O,1 1 0 0 0 0 0 0 0 0
机 身 很 大,B-ASP I-ASP O O,1 1 0 0
握 持 感 好 于 和 无 敌 兔,B-ASP I-ASP I-ASP O O O O O O,1 1 1 0 0 0 0 0 0
触 摸 屏 做 得 不 错,B-ASP I-ASP I-ASP O O O O,1 1 1 0 0 0 0
视 网 膜 屏 幕 名 不 虚 传,B-ASP I-ASP I-ASP I-ASP I-ASP O O O O,1 1 1 1 1 0 0 0 0
运 行 流 畅,B-ASP I-ASP O O,1 1 0 0
反 应 时 间 极 快,B-ASP I-ASP I-ASP I-ASP O O,1 1 1 1 0 0
做 工 精 细,B-ASP I-ASP O O,1 1 0 0
前 后 玻 璃 屏 手 感 极 佳,O O B-ASP I-ASP I-ASP I-ASP I-ASP O O,0 0 1 1 1 1 1 0 0
各 种 应 用 软 件 非 常 丰 富,O O B-ASP I-ASP I-ASP I-ASP O O O O,0 0 1 1 1 1 0 0 0 0
拍 照 效 果 极 其 清 晰,B-ASP I-ASP I-ASP I-ASP O O O O,1 1 1 1 0 0 0 0
比 出 色,B-ASP I-ASP I-ASP,1 1 1
比 出 色,B-ASP I-ASP I-ASP,-1 -1 -1
比 出 色,B-ASP I-ASP I-ASP,1 1 1
速 度 快,B-ASP I-ASP O,1 1 0
效 果 好,B-ASP I-ASP O,1 1 0
难 对 焦,O B-ASP I-ASP,0 -1 -1
总 结 拍 照 很 犀 利,O O B-ASP I-ASP O O O,0 0 1 1 0 0 0
对 焦 快,B-ASP I-ASP O,1 1 0
效 果 好,B-ASP I-ASP O,1 1 0
连 拍 的 声 音 很 有,B-ASP I-ASP I-ASP I-ASP I-ASP O O,1 1 1 1 1 0 0
但 是 拍 近 景 不 是 很 得 力,O O B-ASP I-ASP I-ASP O O O O O,0 0 -1 -1 -1 0 0 0 0 0
对 焦 速 度 还 可 以,B-ASP I-ASP I-ASP I-ASP O O O,1 1 1 1 0 0 0
跟 踪 对 焦 好 象 速 度 不 太 快,B-ASP I-ASP I-ASP I-ASP O O O O O O O,-1 -1 -1 -1 0 0 0 0 0 0 0
对 焦 框 自 由 移 动,B-ASP I-ASP I-ASP O O O O,1 1 1 0 0 0 0
屏 幕 显 示 出 众,B-ASP I-ASP I-ASP I-ASP O O,1 1 1 1 0 0
运 行 非 常 流 畅,B-ASP I-ASP O O O O,1 1 0 0 0 0
相 机 效 果 好,B-ASP I-ASP I-ASP I-ASP O,1 1 1 1 0
操 作 流 畅,B-ASP I-ASP O O,1 1 0 0
外 形 大 方,B-ASP I-ASP O O,1 1 0 0
佳 能 机 器 的 操 作 风 格 都 是 大 同 小 异 的,O O O O O B-ASP I-ASP I-ASP I-ASP O O O O O O O,0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0
操 作 够 复 杂 的,B-ASP I-ASP O O O O,-1 -1 0 0 0 0
可 是 很 多 照 片 在 机 器 上 看 起 来 很 清 晰,O O O O B-ASP I-ASP O O O O O O O O O O,0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0
不 过 这 样 带 来 的 坏 处 是 有 时 候 看 照 片 会 很 不 方 便,B-ASP I-ASP I-ASP I-ASP I-ASP I-ASP I-ASP I-ASP I-ASP I-ASP I-ASP I-ASP I-ASP I-ASP I-ASP I-ASP I-ASP I-ASP I-ASP I-ASP I-ASP,-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
大 小 也 正 好,B-ASP I-ASP O O O,1 1 0 0 0
屏 幕 非 常 艳 丽,B-ASP I-ASP O O O O,1 1 0 0 0 0
屏 幕 触 控 性 好,B-ASP I-ASP I-ASP I-ASP I-ASP O,1 1 1 1 1 0
拓 展 功 能 丰 富,B-ASP I-ASP I-ASP I-ASP O O,1 1 1 1 0 0
可 是 它 的 机 械 性 能 又 实 在 是 不 好,O O O O B-ASP I-ASP I-ASP I-ASP O O O O O O,0 0 0 0 -1 -1 -1 -1 0 0 0 0 0 0
玩 了 半 年 就 出 掉 了 主 要 是 边 缘 成 像 太 差 色 散 严 重,O O O O O O O O O O O B-ASP I-ASP I-ASP I-ASP O O O O O O,0 0 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 0 0 0 0 0 0
它 的 做 工 确 实 精 湛 镜 头 也 很 漂 亮 就 是 一 件 工 艺 品,O O B-ASP I-ASP O O O O O O O O O O O O O O O O O,0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
按 说 徕 卡 的 镜 头 毋 庸 置 疑 那 块 索 尼 万 像 素 传 感 器 也 很 不 错,O O O O O O O O O O O O O O O O O O B-ASP I-ASP I-ASP O O O O,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0
窃 以 为 还 是 徕 卡 的 软 件 功 底 差 了,O O O O O O O O B-ASP I-ASP O O O O,0 0 0 0 0 0 0 0 -1 -1 0 0 0 0
金 属 背 壳 非 常 有 质 感,B-ASP I-ASP I-ASP I-ASP O O O O O,1 1 1 1 0 0 0 0 0
加 上 精 良 的 工 艺,O O O O O B-ASP I-ASP,0 0 0 0 0 1 1
也 是 很 实 用 的 功 能,O O O O O O B-ASP I-ASP,0 0 0 0 0 0 1 1
防 打 扰 模 式 很 实 用,B-ASP I-ASP I-ASP I-ASP I-ASP O O O,1 1 1 1 1 0 0 0
照 片 分 享 也 给 力 很 多,B-ASP I-ASP I-ASP I-ASP O O O O O,1 1 1 1 0 0 0 0 0
价 格 目 前 价 格 比 较 乱,B-ASP I-ASP O O O O O O O,-1 -1 0 0 0 0 0 0 0
无 疑 更 坚 挺 一 些,B-ASP I-ASP I-ASP I-ASP I-ASP I-ASP I-ASP,1 1 1 1 1 1 1
包 装 的 质 量 也 比 较 高,B-ASP I-ASP I-ASP I-ASP I-ASP O O O O,1 1 1 1 1 0 0 0 0
感 觉 比 较 小 巧,B-ASP I-ASP I-ASP I-ASP I-ASP I-ASP,1 1 1 1 1 1
制 作 工 艺 都 不 错,B-ASP I-ASP I-ASP I-ASP O O O,1 1 1 1 0 0 0
但 质 感 非 常 好,O B-ASP I-ASP O O O,0 1 1 0 0 0
工 艺 很 精 致,B-ASP I-ASP O O O,1 1 0 0 0
手 感 手 感 非 常 好,B-ASP I-ASP O O O O O,1 1 0 0 0 0 0
